315,5.58112E+14,Consulat général du Canada à Atlanta,government,
316,1.89691E+14,Ain't That America With Lil Duval,tvshow,
317,1.49471E+15,Tadeu Alencar,politician,
318,3.40627E+11,Just Eat UK,company,
319,1.31038E+11,TracFone Wireless,company,
320,6.93749E+14,Atención Primaria de la Salud en Paraguay,government,
321,3.25228E+14,"Rachael Harder, MP",politician,
322,2.52751E+14,Robert von Olberg,politician,
323,38040830889,Oregon Department of Fish and Wildlife,government,
324,3.88899E+14,Justis- og beredskapsdepartementet,government,
325,5.21442E+14,"Press Information Bureau - PIB,  Government of India",government,
326,1.77189E+14,Israel in Boston,government,
327,5987042235,Ben & Jerry's,company,
328,2.1364E+11,DiGiorno,company,
329,2.43696E+14,USS Iwo Jima LHD 7,government,
330,6399067073,ThinkGeek,company,
331,1.20251E+11,Coffee-mate,company,
332,3.98675E+14,José Luis Gioja,politician,
333,93342532548,TomTom,company,
334,1.44032E+14,Jürgen Coße,politician,
335,1.75692E+14,German Embassy Singapore,government,
336,1.87924E+14,Ministère de la Communication,government,
337,4.02556E+14,Moapa Valley National Wildlife Refuge,government,
338,1.46371E+15,U.S. Forest Service- Tahoe National Forest,government,
339,1.26835E+14,All Hands Magazine,government,
340,1.51559E+15,JustFab,company,
341,7.80667E+14,Préfecture de la Somme,government,
342,1.48901E+14,Sofie Carsten Nielsen,politician,
343,1.19033E+14,USAID Central Asia,government,
344,3.52556E+14,Dance Mums with Jennifer Ellison,tvshow,
345,1.45097E+14,"Ministère de l'Enseignement Supérieur, de la Recherche, et de l'Innovation",government,
346,1.68443E+14,Ministry of Finance (Singapore),government,
347,5.26941E+14,New York Power Authority,government,
348,1.4141E+14,Microsoft Edge,company,
349,1.9359E+14,Compumundo,company,
350,1.05097E+14,US National Weather Service Melbourne Florida,government,
351,4.11991E+14,American Express,company,
352,1.77906E+14,ABB,company,
353,1.74876E+14,Martín Insaurralde,politician,
354,4.97253E+14,"Vårt lille land, TV 2",tvshow,
355,1.2553E+14,Nike+ Run Club,company,
356,2.62068E+14,NYPD,government,
357,5.88921E+14,莫非，這就是愛�?tvshow,,
358,2.64001E+14,"Ministry of Environment, Forests & Climate Change, Government of India",government,
359,1.53053E+14,Crocs,company,
360,1.79326E+14,Cristina Cifuentes,politician,
361,1.69484E+15,Dominique Anglade,politician,
362,1.639E+15,Dr. Jens Katzek,politician,
363,2.05845E+14,ABB,company,
364,20597769245,Loïc Hervé,politician,
365,1.44179E+14,Betinho Gomes,politician,
366,3.36815E+11,Babel,tvshow,
367,1.40501E+14,Motive,tvshow,
368,1.97863E+14,Missouri River Recovery Program,government,
369,6.4384E+14,Axel Schäfer,politician,
370,1.08669E+14,UAEmGov,government,
371,1.29524E+14,Embajada de Finlandia Chile - Suomen suurlähetystö Chile,government,
372,1.55251E+14,Jesper Würtzen,politician,
373,1.57989E+14,Sea-Doo,company,
374,2.20347E+14,Peace Corps Samoa,government,
375,1.8022E+14,USAID/Egypt,government,
376,3.18186E+14,Caged,tvshow,
377,3.00764E+14,128th Mobile Public Affairs Detachment,government,
378,3.67063E+14,T.C. Vilnius Büyükelçiliği / Turkish Embassy in Vilnius,government,
379,3.08976E+11,Tintas Coral,company,
380,1.56966E+15,Waikato Police,government,
381,2.68781E+14,Finding Carter,tvshow,
382,1.47495E+14,Israel in Ethiopia,government,
383,62014882904,Bureau of Reclamation,government,
384,1.14456E+14,CDF,company,
385,1.51975E+15,UNASUR,government,
386,1.46003E+14,Abu Dhabi Fund for Development,government,
387,1.38567E+14,ITV News West Country,tvshow,
388,17156801635,Odwalla,company,
389,4.87137E+14,State Representative Nicole Collier,politician,
390,4.10254E+14,The Real Housewives of Melbourne,tvshow,
391,5.29853E+14,NYS Thruway Authority,government,
392,1.9707E+14,NSW Government,government,
393,1.12015E+11,Científicos Industria Argentina,tvshow,
394,1.41281E+14,MTN Ghana,company,
395,1.18052E+11,NSW Maritime,government,
396,1.99666E+14,La Voz México,tvshow,
397,1.38781E+15,The Chase USA,tvshow,
398,3.71864E+14,"Representative Ramon Romero, Jr.",politician,
399,3.53038E+14,Abarth,company,
400,2.68522E+11,"Sylvester Turner, Mayor of Houston",government,
401,3.09108E+14,Cheerios UK,company,
402,60671132809,Deutsche Botschaft Ankara,government,
403,60265923724,Jean D'Amour,politician,
404,7.29234E+14,"Embassy of Afghanistan in Rome, Italy",government,
405,62148248732,U.S. Naval Air Forces,government,
406,1.45091E+14,NSW SES,government,
407,2.70789E+11,Europees Parlement Nederland,government,
408,2.40261E+14,Nationwide Building Society,company,
409,82491933861,Eggland's Best Eggs,company,
410,4.07288E+14,The Mindy Project,tvshow,
411,2.85785E+14,Wafacash,company,
412,3.50006E+14,Gabi Weber,politician,
413,1.45415E+15,Figen Yüksekdağ,politician,
414,1.21003E+14,[N.A!] Nature Addicts,company,
415,6.08925E+14,Kementerian Perdagangan,government,
416,6.44021E+14,Canyon,company,
417,24352982198,Ida Auken,politician,
418,1.6368E+15,"Department of Dairy Development, Uttarakhand",government,
419,2.59639E+11,Suomen Huippumalli haussa,tvshow,
420,1.21096E+14,Disney On Ice,company,
421,1.43112E+11,Movistar Guatemala,company,
422,2.45946E+14,Andrew J. Ullmann,politician,
423,1.17039E+14,LION Cereals,company,
424,2.09128E+14,House Committee on Rules - Republicans,government,
425,92378498253,OLD BAY® Seasoning,company,
426,2.28759E+14,U.S. Citizenship and Immigration Services,government,
427,1.36836E+14,Amran Hussain,politician,
428,1.95064E+11,BBC EastEnders: E20,tvshow,
429,6.40308E+14,GoAir,company,
430,2.09963E+14,"India in Spain (Embassy of India, Madrid)",government,
431,3.08777E+11,97th MP BN,government,
432,2.22959E+14,Metropolitan Development and Housing Agency,government,
433,1.01092E+14,Allianz France,company,
434,2.91357E+14,Common Law,tvshow,
435,1.73609E+15,Daniela Kluckert,politician,
436,60190688483,"U.S. Environmental Protection Agency--Region 2 (NJ, NY, PR, USVI)",government,
437,1.859E+14,Lidl Romania,company,
438,5.47448E+14,Tancredi Turco,politician,
439,1.3251E+11,Visit Brasil,company,
440,3.63269E+14,Kula Segaran,politician,
441,2.10764E+11,在台灣的故事,tvshow,
442,5.18861E+14,Klaus Wolframm,politician,
443,3.61826E+14,Priscila Krause,politician,
444,1.54284E+15,Mayor Matt Burnett,politician,
445,4.10437E+14,Manfred Weber,politician,
446,4.83119E+14,Decameron Perú,company,
447,1.73517E+14,George P. Bush,politician,
448,1.45785E+15,Hervé Gaymard,politician,
449,2.43077E+11,Espai Internet TV3,tvshow,
450,2.21991E+14,Myrtle Manor Becky,tvshow,
451,1.04668E+14,BBC Apprentice,tvshow,
452,1.69383E+11,BBC EastEnders,tvshow,
453,10453255451,Henry McMaster,politician,
454,1.36147E+14,TheHut.com,company,
455,1.99383E+14,Dunelm,company,
456,3.36334E+14,פנינה תמנו- שטה,politician,
457,1.51092E+11,James Lankford,politician,
458,4.68441E+14,Smart Dubai,government,
459,3.85828E+14,Amber Rudd MP,politician,
460,3.77876E+14,Thomas Kastrup-Larsen,politician,
461,1.81497E+11,Polydor,company,
462,3.30101E+14,Moments With Mandi Welbaum,company,
463,1.16106E+14,EL AL Israel Airlines USA,company,
464,1.12568E+14,CARD.com,company,
465,2.86244E+14,TUC,company,
466,4.4831E+14,Senator Gabrielle McFadden,politician,
467,1.60332E+14,Samsung Österreich,company,
468,1.6216E+14,Bhagwant Mann,politician,
469,19437978960,Chris Murphy,politician,
470,3.88091E+14,Anne McTaggart for Glasgow,politician,
471,93624730972,TornadoVideos.net,company,
472,97436894557,Dell,company,
473,2.85844E+14,Castello,company,
474,1.84245E+14,Meteocat. Generalitat de Catalunya.,government,
475,2.30409E+14,Burger King France,company,
476,1.16023E+14,Justyne Caruana,politician,
477,1.87249E+14,Nutella,company,
478,1.49725E+15,Préfet de la Saône-et-Loire,government,
479,1.27981E+14,Senadora Lúcia Vânia,politician,
480,1.24468E+14,Veganz,company,
481,2.73796E+11,KLM Royal Dutch Airlines,company,
482,3.12215E+11,BBC Eurovision,tvshow,
483,1.9509E+14,Can-Am Off-Road,company,
484,1.12559E+14,Franco Sarto,company,
485,2.16763E+15,ირაკლი კობახიძე / Irakli Kobakhidze,politician,
486,2.96374E+14,Gobierno Electrónico Perú - ONGEI,government,
487,1.04478E+14,ABB,company,
488,3.81608E+14,Andre,politician,
489,1.42724E+14,Bridgestone,company,
490,2.25864E+14,Bath VA Medical Center,government,
491,3.26547E+14,Reinhard Brandl,politician,
492,1.58625E+15,Keir Starmer,politician,
493,1.33245E+14,Life in the Lofthouse,company,
494,2.99147E+14,Michael Müller,politician,
495,1.0366E+14,Sydney Weekender,tvshow,
496,59420116388,National Park Service,government,
497,3.35355E+11,MomentFeed,company,
498,1.44564E+11,Children and Clinical Studies Campaign,government,
499,1.62014E+11,Come Dine With Me,tvshow,
500,2.10335E+14,HEMA,company,
501,2.11243E+14,Penrith LAC - NSW Police Force,government,
502,3.89665E+14,Michael Aastrup Jensen,politician,
503,1.45218E+15,Madwire,company,
504,2.04772E+14,Kementerian Kemajuan Luar Bandar dan Wilayah,government,
505,2.4136E+14,Attorney-General's Department Graduate Program,government,
506,4.48991E+14,Freshly,company,
507,1.10475E+14,The Walking Dead,tvshow,
508,75655742917,Northern Ireland Assembly,government,
509,86223357391,KLM Italia,company,
510,1.46604E+15,Alex Hawke MP,politician,
511,1.28467E+14,Danuta Jazłowiecka,politician,
512,1.83769E+14,Fútbol Picante,tvshow,
513,1.08382E+11,HERSHEY'S,company,
514,1.46253E+14,US National Weather Service North Platte Nebraska,government,
515,5.68028E+14,Dame Caroline Spelman MP,politician,
516,54000790439,Great American Cookies,company,
517,1.073E+14,National Credit Union Administration,government,
518,86704161022,Klaus Ernst,politician,
519,2.89079E+11,SM Appliance Center,company,
520,1.31676E+11,AnadoluJet,company,
521,1.31251E+11,DanoneCareers,company,
522,4.7913E+14,União Europeia na Guiné-Bissau,government,
523,1.82554E+14,Shafi Parambil,politician,
524,3.96308E+14,USS Gerald R. Ford - CVN 78,government,
525,1.0023E+14,Maryland Technology Assistance Program,government,
526,4.12491E+14,Fugueuse,tvshow,
527,1.27568E+14,Barbara L'Italien,politician,
528,2.22765E+11,Dr. Sascha Raabe,politician,
529,1.0067E+14,RuPaul's Drag Race All Stars,tvshow,
530,1.96473E+14,"Charlie Company, 3rd Battalion, 10th Infantry Regiment",government,
531,1.0893E+14,Niumba,company,
532,1.43567E+15,Emmanuelle Cosse,politician,
533,59480081949,Oikos Greek Yogurt,company,
534,2.45363E+14,Israel Patent Office רשות הפטנטים,government,
535,1.23317E+14,Marine Le Pen,politician,
536,1.43768E+14,Israel en Ecuador,government,
537,5.13283E+14,Educación Municba,government,
538,73676817966,Danny O'Donnell,politician,
539,1.58848E+11,General Motors México,company,
540,2.41833E+14,TGI Fridays Frozen Snacks,company,
541,6.41843E+14,Akhilesh Yadav,politician,
542,8.2474E+14,Oliver Dowden,politician,
543,2.91524E+14,נחמן שי - Nachman Shai,politician,
544,1.60665E+15,National Film Archive of India,government,
545,1.5477E+14,I Love Lucy,tvshow,
546,1.57286E+15,NSW SES Barraba Unit,government,
547,1.45734E+14,Gap,company,
548,3.69244E+11,Kementerian Kewangan Malaysia,government,
549,2.53242E+14,Емил Димитриев,politician,
550,1.28964E+14,Le Meilleur du Hier,tvshow,
551,3.20246E+14,Embassy of Denmark in Serbia,government,
552,1.15488E+14,Janine Freeman,politician,
553,1.55002E+14,Silke Gebel,politician,
554,10128918116,Gavin Newsom,politician,
555,1.78858E+14,Mitchell,company,
556,8.5277E+14,Leif Mikkelsen,politician,
557,1.28402E+14,Nagy József,politician,
558,1.32499E+14,Acces Direct,tvshow,
559,1.86347E+14,Ministerio de Agricultura y Riego del Perú,government,
560,1.21679E+14,US National Weather Service Des Moines Iowa,government,
561,2.6532E+14,Specsavers Optikko,company,
562,97640646271,Steven MacKinnon,politician,
563,3.54583E+14,JustFab,company,
564,6.77466E+14,Herbert Mertin,politician,
565,1.03009E+15,Kementerian Perindustrian RI,government,
566,3.0294E+14,Activia,company,
567,78118717073,Air Force Space Command,government,
568,1.27429E+14,The Orville,tvshow,
569,1.95876E+15,KAYAK,company,
570,8.43812E+14,Embassy of Belgium in Vietnam,government,
571,9.33561E+14,Ambasada României în Republica Cehă,government,
572,1.40387E+14,Governo de Pernambuco,government,
573,6.13262E+14,The Graham Norton Show BBC America,tvshow,
574,96546260636,Internet Week New York,company,
575,3.60796E+11,Clémentine Autain,politician,
576,1.63558E+11,The Russell Howard Hour,tvshow,
